#F	time_to_stabilize
#F_graz: 0.393094
#stretch: 49
#starting from: -0.875144	0.785189
#stretch: 48
#F: 0.322577	Period: 1
0.322577	325.313
#starting from: -1.05934	0.349095
#stretch: 49
#F: 0.322577	Period: 1
0.322577	319.03
#starting from: -0.966332	0.619208
#stretch: 49
#F: 0.322577	Period: 1
0.322577	319.03
#starting from: -1.04355	0.40983
#stretch: 7
#F: 0.322577	Period: 1
0.322577	262.481
#starting from: -0.891935	0.758507
#stretch: 49
#F: 0.322577	Period: 1
0.322577	319.03
#starting from: -1.0273	0.463334
#stretch: 5
#F: 0.322577	Period: 1
0.322577	275.047
#starting from: -0.843246	0.832232
#stretch: 49
#F: 0.322577	Period: 1
0.322577	319.03
#starting from: -1.02469	0.471294
#stretch: 7
#F: 0.322577	Period: 1
0.322577	262.481
#starting from: -0.875132	0.785206
#stretch: 5
#F: 0.322577	Period: 1
0.322577	275.047
#starting from: -0.846189	0.828075
#stretch: 5
#F: 0.322577	Period: 1
0.322577	275.047
#starting from: -0.832373	0.847291
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.01034	0.5125
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.0057	0.52501
#stretch: 5
#F: 0.323475	Period: 1
0.323475	275.047
#starting from: -0.824973	0.857278
#stretch: 5
#F: 0.323475	Period: 1
0.323475	275.047
#starting from: -0.819473	0.864571
#stretch: 5
#F: 0.323475	Period: 1
0.323475	275.047
#starting from: -0.835927	0.84242
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.05042	0.384702
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.899765	0.745558
#stretch: 43
#F: 0.323475	Period: 1
0.323475	356.729
#starting from: -1.09196	0.156379
#stretch: 5
#F: 0.323475	Period: 1
0.323475	275.047
#starting from: -0.806239	0.881673
#stretch: 5
#F: 0.323475	Period: 1
0.323475	275.047
#starting from: -0.809507	0.877507
#stretch: 43
#F: 0.323475	Period: 1
0.323475	356.729
#starting from: -1.05981	0.347128
#stretch: 49
#F: 0.323475	Period: 1
0.323475	312.746
#starting from: -0.913666	0.721709
#stretch: 40
#F: 0.323475	Period: 1
0.323475	375.578
#starting from: -1.06085	0.342685
#stretch: 49
#F: 0.323475	Period: 1
0.323475	312.746
#starting from: -0.939462	0.67417
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -0.977088	0.595315
#stretch: 5
#F: 0.323475	Period: 1
0.323475	275.047
#starting from: -0.817797	0.86677
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.09767	0.0842919
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.874927	0.785523
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.873091	0.788354
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.05751	0.356729
#stretch: 48
#F: 0.323475	Period: 1
0.323475	325.313
#starting from: -0.950071	0.653205
#stretch: 5
#F: 0.323475	Period: 1
0.323475	275.047
#starting from: -0.832435	0.847206
#stretch: 48
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -0.923842	0.703495
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.893625	0.75574
#stretch: 46
#F: 0.323475	Period: 1
0.323475	331.596
#starting from: -0.92437	0.702533
#stretch: 5
#F: 0.323475	Period: 1
0.323475	275.047
#starting from: -0.851145	0.820993
#stretch: 49
#F: 0.323475	Period: 1
0.323475	312.746
#starting from: -0.936871	0.679155
#stretch: 5
#F: 0.323475	Period: 1
0.323475	275.047
#starting from: -0.849061	0.823983
#stretch: 42
#F: 0.323475	Period: 1
0.323475	356.729
#starting from: -0.926278	0.699036
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -0.98306	0.581506
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.881434	0.775359
#stretch: 5
#F: 0.323475	Period: 1
0.323475	275.047
#starting from: -0.836619	0.841465
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.888764	0.763655
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.906407	0.734304
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.856092	0.813822
#stretch: 48
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -0.924691	0.701945
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.85683	0.812743
#stretch: 48
#F: 0.323475	Period: 1
0.323475	325.313
#starting from: -0.955857	0.64138
#stretch: 49
#F: 0.323475	Period: 1
0.323475	312.746
#starting from: -0.916654	0.716429
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.86307	0.803527
#stretch: 48
#F: 0.323475	Period: 1
0.323475	325.313
#starting from: -0.965364	0.621299
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.876464	0.783141
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -0.976735	0.596118
#stretch: 42
#F: 0.323475	Period: 1
0.323475	356.729
#starting from: -0.926215	0.699151
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.01593	0.49694
#stretch: 5
#F: 0.323475	Period: 1
0.323475	275.047
#starting from: -0.853823	0.817125
#stretch: 46
#F: 0.323475	Period: 1
0.323475	337.879
#starting from: -0.944012	0.665286
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.0136	0.503498
#stretch: 42
#F: 0.323475	Period: 1
0.323475	356.729
#starting from: -0.92875	0.694467
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.0171	0.493585
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.029
#starting from: -0.971107	0.608748
#stretch: 47
#F: 0.323475	Period: 1
0.323475	331.596
#starting from: -1.07882	0.2531
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.04954	0.388039
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.09495	0.124051
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.872445	0.789346
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.873908	0.787096
#stretch: 5
#F: 0.323475	Period: 1
0.323475	275.047
#starting from: -0.846095	0.828208
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.00932	0.515295
#stretch: 49
#F: 0.323475	Period: 1
0.323475	312.746
#starting from: -0.92297	0.705084
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -0.972372	0.605938
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.892377	0.757784
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.0044	0.528454
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.00899	0.516179
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -0.981141	0.585988
#stretch: 5
#F: 0.323475	Period: 1
0.323475	275.047
#starting from: -0.810811	0.875834
#stretch: 48
#F: 0.323475	Period: 1
0.323475	325.313
#starting from: -1.06508	0.323947
#stretch: 5
#F: 0.323475	Period: 1
0.323475	275.047
#starting from: -0.805832	0.882189
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.867641	0.796662
#stretch: 49
#F: 0.323475	Period: 1
0.323475	312.746
#starting from: -0.920941	0.708757
#stretch: 48
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -0.922487	0.705961
#stretch: 45
#F: 0.323475	Period: 1
0.323475	337.879
#starting from: -0.930711	0.690813
#stretch: 42
#F: 0.323475	Period: 1
0.323475	363.012
#starting from: -1.0863	0.203875
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -0.998951	0.542612
#stretch: 5
#F: 0.323475	Period: 1
0.323475	275.047
#starting from: -0.807446	0.880139
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.91252	0.723719
#stretch: 49
#F: 0.323475	Period: 1
0.323475	312.746
#starting from: -0.914876	0.719577
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.861269	0.806204
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.05653	0.360731
#stretch: 5
#F: 0.323475	Period: 1
0.323475	275.047
#starting from: -0.828473	0.85258
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -0.990019	0.564881
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -0.973636	0.603116
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -0.99958	0.541
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.029
#starting from: -0.968839	0.613745
#stretch: 48
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -0.923174	0.704712
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -0.99453	0.55377
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.04128	0.417769
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -0.997082	0.547363
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.04062	0.420044
#stretch: 48
#F: 0.323475	Period: 1
0.323475	325.313
#starting from: -0.950601	0.652133
#stretch: 5
#F: 0.323475	Period: 1
0.323475	275.047
#starting from: -0.820052	0.863808
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.912997	0.722882
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.04298	0.411862
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.02446	0.472007
#stretch: 5
#F: 0.323475	Period: 1
0.323475	275.047
#starting from: -0.821989	0.861248
#stretch: 46
#F: 0.323475	Period: 1
0.323475	331.596
#starting from: -0.924119	0.70299
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.03527	0.438039
#stretch: 26
#F: 0.323475	Period: 1
0.323475	463.543
#starting from: -1.08707	0.198111
#stretch: 45
#F: 0.323475	Period: 1
0.323475	337.879
#starting from: -0.929951	0.692231
#stretch: 5
#F: 0.323475	Period: 1
0.323475	275.047
#starting from: -0.802908	0.885883
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.908013	0.731545
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.05244	0.376979
#stretch: 49
#F: 0.323475	Period: 1
0.323475	312.746
#starting from: -0.933619	0.685345
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.894318	0.754601
#stretch: 48
#F: 0.323475	Period: 1
0.323475	325.313
#starting from: -0.951389	0.650537
#stretch: 49
#F: 0.323475	Period: 1
0.323475	312.746
#starting from: -0.941065	0.671059
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.00684	0.521985
#stretch: 48
#F: 0.323475	Period: 1
0.323475	325.313
#starting from: -1.06627	0.318506
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.00233	0.533883
#stretch: 48
#F: 0.323475	Period: 1
0.323475	325.313
#starting from: -0.96337	0.625581
#stretch: 47
#F: 0.323475	Period: 1
0.323475	331.596
#starting from: -1.09474	0.126613
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.892352	0.757825
#stretch: 5
#F: 0.323475	Period: 1
0.323475	275.047
#starting from: -0.837005	0.840932
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -0.994319	0.554297
#stretch: 44
#F: 0.323475	Period: 1
0.323475	350.445
#starting from: -1.06119	0.341222
#stretch: 48
#F: 0.323475	Period: 1
0.323475	325.313
#starting from: -0.960179	0.632354
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.888849	0.763519
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.00248	0.533513
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.857261	0.812112
#stretch: 5
#F: 0.323475	Period: 1
0.323475	275.047
#starting from: -0.829474	0.851229
#stretch: 5
#F: 0.323475	Period: 1
0.323475	275.047
#starting from: -0.853076	0.818207
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.877313	0.781821
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -0.942471	0.668314
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.09605	0.109672
#stretch: 5
#F: 0.323475	Period: 1
0.323475	275.047
#starting from: -0.801768	0.887315
#stretch: 48
#F: 0.323475	Period: 1
0.323475	325.313
#starting from: -0.96446	0.623246
#stretch: 49
#F: 0.323475	Period: 1
0.323475	312.746
#starting from: -0.920174	0.710138
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.03703	0.432195
#stretch: 48
#F: 0.323475	Period: 1
0.323475	325.313
#starting from: -0.951532	0.650245
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.05013	0.385828
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.03994	0.422385
#stretch: 47
#F: 0.323475	Period: 1
0.323475	331.596
#starting from: -1.05955	0.348246
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.00256	0.533283
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.87356	0.787632
#stretch: 5
#F: 0.323475	Period: 1
0.323475	275.047
#starting from: -0.853864	0.817066
#stretch: 5
#F: 0.323475	Period: 1
0.323475	275.047
#starting from: -0.853952	0.816938
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.01462	0.500615
#stretch: 40
#F: 0.323475	Period: 1
0.323475	375.578
#starting from: -1.0607	0.343328
#stretch: 5
#F: 0.323475	Period: 1
0.323475	275.047
#starting from: -0.820217	0.86359
#stretch: 49
#F: 0.323475	Period: 1
0.323475	312.746
#starting from: -0.916958	0.715889
#stretch: 46
#F: 0.323475	Period: 1
0.323475	331.596
#starting from: -0.924071	0.703078
#stretch: 5
#F: 0.323475	Period: 1
0.323475	275.047
#starting from: -0.814955	0.870478
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.00931	0.515314
#stretch: 48
#F: 0.323475	Period: 1
0.323475	325.313
#starting from: -0.961076	0.630459
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.00927	0.515411
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.029
#starting from: -0.970501	0.610089
#stretch: 5
#F: 0.323475	Period: 1
0.323475	275.047
#starting from: -0.821256	0.862219
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.09812	0.0756837
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.872976	0.788531
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.878517	0.779942
#stretch: 5
#F: 0.323475	Period: 1
0.323475	275.047
#starting from: -0.827596	0.853761
#stretch: 40
#F: 0.323475	Period: 1
0.323475	369.295
#starting from: -0.926052	0.699451
#stretch: 48
#F: 0.323475	Period: 1
0.323475	325.313
#starting from: -0.95583	0.641436
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.029
#starting from: -0.970067	0.611046
#stretch: 49
#F: 0.323475	Period: 1
0.323475	312.746
#starting from: -0.922106	0.706649
#stretch: 48
#F: 0.323475	Period: 1
0.323475	325.313
#starting from: -0.957598	0.637765
#stretch: 5
#F: 0.323475	Period: 1
0.323475	275.047
#starting from: -0.834527	0.844344
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.04228	0.414307
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.894632	0.754084
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -0.986059	0.574413
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -0.992405	0.559036
#stretch: 5
#F: 0.323475	Period: 1
0.323475	275.047
#starting from: -0.834574	0.84428
#stretch: 46
#F: 0.323475	Period: 1
0.323475	337.879
#starting from: -0.945605	0.662139
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.894969	0.753529
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.908134	0.731336
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -0.999468	0.541287
#stretch: 46
#F: 0.323475	Period: 1
0.323475	337.879
#starting from: -0.948921	0.655522
#stretch: 5
#F: 0.323475	Period: 1
0.323475	275.047
#starting from: -0.822759	0.860227
#stretch: 48
#F: 0.323475	Period: 1
0.323475	325.313
#starting from: -0.96017	0.632374
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.029
#starting from: -0.969138	0.613089
#stretch: 49
#F: 0.323475	Period: 1
0.323475	312.746
#starting from: -0.939717	0.673674
#stretch: 46
#F: 0.323475	Period: 1
0.323475	337.879
#starting from: -1.08424	0.218595
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -0.984093	0.579075
#stretch: 5
#F: 0.323475	Period: 1
0.323475	275.047
#starting from: -0.849027	0.824032
#stretch: 46
#F: 0.323475	Period: 1
0.323475	337.879
#starting from: -0.945317	0.66271
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.893367	0.756163
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.01953	0.486591
#stretch: 48
#F: 0.323475	Period: 1
0.323475	325.313
#starting from: -0.966573	0.618685
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.89149	0.759232
#stretch: 45
#F: 0.323475	Period: 1
0.323475	344.162
#starting from: -1.0925	0.151049
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.04509	0.404363
#stretch: 49
#F: 0.323475	Period: 1
0.323475	312.746
#starting from: -0.919086	0.71209
#stretch: 49
#F: 0.323475	Period: 1
0.323475	312.746
#starting from: -0.918556	0.71304
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.900919	0.74362
#stretch: 26
#F: 0.323475	Period: 1
0.323475	463.543
#starting from: -1.08915	0.181553
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.04066	0.419916
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.05852	0.352561
#stretch: 5
#F: 0.323475	Period: 1
0.323475	275.047
#starting from: -0.823681	0.859002
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -0.982942	0.581782
#stretch: 5
#F: 0.323475	Period: 1
0.323475	275.047
#starting from: -0.853149	0.818101
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.00974	0.514143
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.875348	0.784873
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.887723	0.765335
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.855345	0.814912
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.029
#starting from: -0.970316	0.610496
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -0.995857	0.55045
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.05481	0.367648
#stretch: 5
#F: 0.323475	Period: 1
0.323475	275.047
#starting from: -0.819237	0.864881
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.01862	0.489234
#stretch: 49
#F: 0.323475	Period: 1
0.323475	312.746
#starting from: -0.914983	0.719388
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -0.988375	0.568863
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.858334	0.810538
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.899224	0.746464
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.872468	0.789311
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.907361	0.732667
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.04454	0.406327
#stretch: 48
#F: 0.323475	Period: 1
0.323475	325.313
#starting from: -0.965835	0.620282
#stretch: 5
#F: 0.323475	Period: 1
0.323475	275.047
#starting from: -0.826889	0.854712
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.911114	0.726174
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.03
#starting from: -1.05733	0.357492
#stretch: 5
#F: 0.323475	Period: 1
0.323475	275.047
#starting from: -0.819393	0.864676
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.856203	0.81366
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.876411	0.783223
#stretch: 49
#F: 0.323475	Period: 1
0.323475	312.746
#starting from: -0.937948	0.677088
#stretch: 48
#F: 0.323475	Period: 1
0.323475	325.313
#starting from: -0.957123	0.638754
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.865565	0.799792
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.87861	0.779795
#stretch: 49
#F: 0.323475	Period: 1
0.323475	312.746
#starting from: -0.91564	0.718227
#stretch: 7
#F: 0.323475	Period: 1
0.323475	262.481
#starting from: -0.889246	0.762877
#stretch: 49
#F: 0.323475	Period: 1
0.323475	319.029
#starting from: -1.06155	0.339654
